state_name,state_alpha,county,nhgis_join,lon,lat
Alabama,AL,Autauga,G0100010,-86.64002807745003,32.53682962327915
Alabama,AL,Baldwin,G0100030,-87.72592111628752,30.732828127254628
Alabama,AL,Barbour,G0100050,-85.39155816371401,31.870844542895423
Alabama,AL,Bibb,G0100070,-87.12748788654706,32.997740656253214
Alabama,AL,Blount,G0100090,-86.57959883389582,33.98088676971514
Alabama,AL,Bullock,G0100110,-85.71817148709344,32.10880598048102
Alabama,AL,Butler,G0100130,-86.68118520184137,31.752155566777954
Alabama,AL,Calhoun,G0100150,-85.836939371355,33.76831593569677
Alabama,AL,Chambers,G0100170,-85.39062688994923,32.913174664934076
Alabama,AL,Cherokee,G0100190,-85.60355255669799,34.17520426005862
Alabama,AL,Chilton,G0100210,-86.7128978784465,32.85102491145342
Alabama,AL,Choctaw,G0100230,-88.26397213817894,32.021701734229765
Alabama,AL,Clarke,G0100250,-87.8314165525144,31.673413601828816
Alabama,AL,Clay,G0100270,-85.86025859681146,33.269867325829715
Alabama,AL,Cleburne,G0100290,-85.51879818429863,33.677270788618756
Alabama,AL,Coffee,G0100310,-85.98779240334774,31.402448258035278
Alabama,AL,Colbert,G0100330,-87.81200301997694,34.70194814213663
Alabama,AL,Conecuh,G0100350,-87.0001019546649,31.43082709670494
Alabama,AL,Coosa,G0100370,-86.24495992636378,32.937049254046975
Alabama,AL,Covington,G0100390,-86.45247548015193,31.250393802086396
Alabama,AL,Crenshaw,G0100410,-86.31548151701281,31.730352354865268
Alabama,AL,Cullman,G0100430,-86.86498182596475,34.13677345284117
Alabama,AL,Dale,G0100450,-85.61093624069085,31.431177530951878
Alabama,AL,Dallas,G0100470,-87.10649484602972,32.32735733374041
Alabama,AL,De Kalb,G0100490,-85.80273865408662,34.46663863607982
Alabama,AL,Elmore,G0100510,-86.14775929843285,32.60465493002615
Alabama,AL,Escambia,G0100530,-87.16093987160109,31.126278723961505
Alabama,AL,Etowah,G0100550,-86.03929025903844,34.046034553925224
Alabama,AL,Fayette,G0100570,-87.7388690845937,33.720811768927454
Alabama,AL,Franklin,G0100590,-87.84357757741344,34.44174695791088
Alabama,AL,Geneva,G0100610,-85.8380677635718,31.09536990622329
Alabama,AL,Greene,G0100630,-87.9504862958481,32.85694574368875
Alabama,AL,Hale,G0100650,-87.6290735750047,32.7684143032652
Alabama,AL,Henry,G0100670,-85.2388848305259,31.513107888865388
Alabama,AL,Houston,G0100690,-85.2928435672753,31.15526869846092
Alabama,AL,Jackson,G0100710,-86.00683692094988,34.77908417032365
Alabama,AL,Jefferson,G0100730,-86.89737338225635,33.55421232165116
Alabama,AL,Lamar,G0100750,-88.09832778923041,33.77735262202335
Alabama,AL,Lauderdale,G0100770,-87.64653508671579,34.904455822511025
Alabama,AL,Lawrence,G0100790,-87.31497072016178,34.52415887375571
Alabama,AL,Lee,G0100810,-85.34984631134067,32.60038385698653
Alabama,AL,Limestone,G0100830,-86.98242931619323,34.81512419053081
Alabama,AL,Lowndes,G0100850,-86.64524140944854,32.1565250996294
Alabama,AL,Macon,G0100870,-85.69318519465683,32.39595455194213
Alabama,AL,Madison,G0100890,-86.55291473207457,34.766004214199405
Alabama,AL,Marengo,G0100910,-87.78629961091562,32.24769725963185
Alabama,AL,Marion,G0100930,-87.88799265433693,34.135637454849665
Alabama,AL,Marshall,G0100950,-86.31040959674326,34.36375600317254
Alabama,AL,Mobile,G0100970,-88.20691428115845,30.7946328326546
Alabama,AL,Monroe,G0100990,-87.36394410537856,31.577183236580954
Alabama,AL,Montgomery,G0101010,-86.20339971514198,32.22597555742331
Alabama,AL,Morgan,G0101030,-86.85549361958944,34.45703858439032
Alabama,AL,Perry,G0101050,-87.29474638989906,32.64091478927611
Alabama,AL,Pickens,G0101070,-88.08911461346105,33.28129426121369
Alabama,AL,Pike,G0101090,-85.9442545843835,31.803774599356775
Alabama,AL,Randolph,G0101110,-85.45927071046859,33.293450046031474
Alabama,AL,Russell,G0101130,-85.18729813923466,32.28882854109831
Alabama,AL,Shelby,G0101170,-86.66482431671822,33.26269236111331
Alabama,AL,St. Clair,G0101150,-86.3212026528635,33.71706451894725
Alabama,AL,Sumter,G0101190,-88.19230197933234,32.591623771173204
Alabama,AL,Talladega,G0101210,-86.1700365174022,33.37828967877942
Alabama,AL,Tallapoosa,G0101230,-85.79564623979826,32.86772874827037
Alabama,AL,Tuscaloosa,G0101250,-87.52462148951581,33.28860534447239
Alabama,AL,Walker,G0101270,-87.29818092904092,33.80633972319376
Alabama,AL,Washington,G0101290,-88.21184567190292,31.409210757555805
Alabama,AL,Wilcox,G0101310,-87.31275655945977,31.987829712761425
Alabama,AL,Winston,G0101330,-87.37290915736868,34.14974097396171
Alaska,AK,First Jud. Dist.,G0250015,-136.79917900368744,59.111342167647344
Alaska,AK,Fourth Jud. Dist.,G0250035,-150.866171256279,65.08196689401134
Alaska,AK,Second Jud. Dist.,G0250075,-159.02026198408782,67.33714800802599
Alaska,AK,Third Jud. Dist.,G0250115,-151.02078510857967,60.572716058179616
Arizona,AZ,Apache,G0400010,-109.49167479229295,35.386067293796636
Arizona,AZ,Cochise,G0400030,-109.75031522034948,31.880335668130805
Arizona,AZ,Coconino,G0400050,-111.76980163044487,35.84073849972922
Arizona,AZ,Gila,G0400070,-110.81064455738884,33.802814110925965
Arizona,AZ,Graham,G0400090,-109.88911477919095,32.93000739080612
Arizona,AZ,Greenlee,G0400110,-109.24002657469909,33.21467878814133
Arizona,AZ,Maricopa,G0400130,-112.49264658950501,33.348685652974034
Arizona,AZ,Mohave,G0400150,-113.75854213393463,35.70411738198731
Arizona,AZ,Navajo,G0400170,-110.32501451166925,35.408069059016476
Arizona,AZ,Pima,G0400190,-111.7904727911979,32.09730363359971
Arizona,AZ,Pinal,G0400210,-111.34385702065656,32.907175732465454
Arizona,AZ,Santa Cruz,G0400230,-110.84371874563344,31.524998724876667
Arizona,AZ,Yavapai,G0400250,-112.55084212615846,34.60013698022762
Arizona,AZ,Yuma,G0400270,-113.94207389104731,33.210861821067624
Arkansas,AR,Arkansas,G0500010,-91.37185543229168,34.29179191004349
Arkansas,AR,Ashley,G0500030,-91.76509985413361,33.19215109457569
Arkansas,AR,Baxter,G0500050,-92.34123999206905,36.288796155969465
Arkansas,AR,Benton,G0500070,-94.25480871568604,36.341825488704806
Arkansas,AR,Boone,G0500090,-93.08831136109524,36.31073081432596
Arkansas,AR,Bradley,G0500110,-92.16608360990702,33.46428669273911
Arkansas,AR,Calhoun,G0500130,-92.50028329752185,33.55940244967198
Arkansas,AR,Carroll,G0500150,-93.53978848096837,36.34005517775282
Arkansas,AR,Chicot,G0500170,-91.29114768026076,33.26528401015821
Arkansas,AR,Clark,G0500190,-93.18042165454062,34.05544956291379
Arkansas,AR,Clay,G0500210,-90.41947197987754,36.371335554846155
Arkansas,AR,Cleburne,G0500230,-92.0289851498493,35.540029905450034
Arkansas,AR,Cleveland,G0500250,-92.18669534850694,33.898539157665724
Arkansas,AR,Columbia,G0500270,-93.23044817842107,33.21449756136256
Arkansas,AR,Conway,G0500290,-92.69797195300599,35.263274153862326
Arkansas,AR,Craighead,G0500310,-90.63265514449937,35.831335827265676
Arkansas,AR,Crawford,G0500330,-94.24891797128254,35.58995205887711
Arkansas,AR,Crittenden,G0500350,-90.31102990196119,35.20407388006548
Arkansas,AR,Cross,G0500370,-90.77143333151236,35.29402748723056
Arkansas,AR,Dallas,G0500390,-92.66058044238721,33.96886914796488
Arkansas,AR,Desha,G0500410,-91.25702254869434,33.83318412701347
Arkansas,AR,Drew,G0500430,-91.72196088054834,33.589478749188245
Arkansas,AR,Faulkner,G0500450,-92.33306351665755,35.144784469535416
Arkansas,AR,Franklin,G0500470,-93.8943890226608,35.51326689473695
Arkansas,AR,Fulton,G0500490,-91.81735812347726,36.3823847655533
Arkansas,AR,Garland,G0500510,-93.15242112351856,34.574305667869716
Arkansas,AR,Grant,G0500530,-92.42480881455046,34.29237729451652
Arkansas,AR,Greene,G0500550,-90.55069864585913,36.118241538435264
Arkansas,AR,Hempstead,G0500570,-93.66387480253728,33.73770016284921
Arkansas,AR,Hot Spring,G0500590,-92.94185869652009,34.31494525134123
Arkansas,AR,Howard,G0500610,-93.99030055436549,34.08872292956932
Arkansas,AR,Independence,G0500630,-91.5673835428576,35.73968033148246
Arkansas,AR,Izard,G0500650,-91.91339388323031,36.095303652571914
Arkansas,AR,Jackson,G0500670,-91.21472029088567,35.60460862186171
Arkansas,AR,Jefferson,G0500690,-91.93650824157159,34.26937771663183
Arkansas,AR,Johnson,G0500710,-93.45552749302892,35.56743961206528
Arkansas,AR,Lafayette,G0500730,-93.60207480961742,33.2387347540409
Arkansas,AR,Lawrence,G0500750,-91.10289902613115,36.04048045629993
Arkansas,AR,Lee,G0500770,-90.78396224068187,34.781334172942174
Arkansas,AR,Lincoln,G0500790,-91.72536590762024,33.95802358990667
Arkansas,AR,Little River,G0500810,-94.22082282723206,33.7036508720657
Arkansas,AR,Logan,G0500830,-93.7107862038574,35.21750420437917
Arkansas,AR,Lonoke,G0500850,-91.88942934221448,34.75639369862231
Arkansas,AR,Madison,G0500870,-93.72496662080286,36.008358857348725
Arkansas,AR,Marion,G0500890,-92.68162173948899,36.272712286274306
Arkansas,AR,Miller,G0500910,-93.8835628770935,33.30989423364377
Arkansas,AR,Mississippi,G0500930,-90.05528134444984,35.75898663797011
Arkansas,AR,Monroe,G0500950,-91.2004108700172,34.68879985248919
Arkansas,AR,Montgomery,G0500970,-93.65946973519189,34.53877929978777
Arkansas,AR,Nevada,G0500990,-93.30596773793711,33.66257316431628
Arkansas,AR,Newton,G0501010,-93.21944845693695,35.920301464351994
Arkansas,AR,Ouachita,G0501030,-92.87909983419652,33.591787125857024
Arkansas,AR,Perry,G0501050,-92.93599577839058,34.94565861102203
Arkansas,AR,Phillips,G0501070,-90.85282588689559,34.42392734911259
Arkansas,AR,Pike,G0501090,-93.65536269925684,34.16357538000859
Arkansas,AR,Poinsett,G0501110,-90.66365303791578,35.57364849946616
Arkansas,AR,Polk,G0501130,-94.22918572181317,34.483713163813796
Arkansas,AR,Pope,G0501150,-93.03145336789765,35.44308483822405
Arkansas,AR,Prairie,G0501170,-91.54951656033077,34.823922770207545
Arkansas,AR,Pulaski,G0501190,-92.30900105899342,34.76767821904591
Arkansas,AR,Randolph,G0501210,-91.0298293315717,36.33890168280597
Arkansas,AR,Saline,G0501250,-92.68888689702894,34.650505466647715
Arkansas,AR,Scott,G0501270,-94.06494701036976,34.86287920253686
Arkansas,AR,Searcy,G0501290,-92.70083084685896,35.91886572970579
Arkansas,AR,Sebastian,G0501310,-94.27163619255431,35.20256544757211
Arkansas,AR,Sevier,G0501330,-94.2409883203541,33.999601928235386
Arkansas,AR,Sharp,G0501350,-91.48133394841507,36.16213759701029
Arkansas,AR,St. Francis,G0501230,-90.74670022683718,35.022247909884996
Arkansas,AR,Stone,G0501370,-92.15397789990664,35.85964348532247
Arkansas,AR,Union,G0501390,-92.5949913417643,33.17007266125363
Arkansas,AR,Van Buren,G0501410,-92.51931573432353,35.581602792307145
Arkansas,AR,Washington,G0501430,-94.21622950470919,35.98069646894112
Arkansas,AR,White,G0501450,-91.74762587215221,35.256006616610684
Arkansas,AR,Woodruff,G0501470,-91.24268018410415,35.189079707085604
Arkansas,AR,Yell,G0501490,-93.41302063190018,35.001700013998885
California,CA,Alameda,G0600010,-121.87251208939252,37.64734116456029
California,CA,Alpine,G0600030,-119.82504630177314,38.603828142256816
California,CA,Amador,G0600050,-120.63884212880393,38.46186534386286
California,CA,Butte,G0600070,-121.59898475235943,39.66299518919705
California,CA,Calaveras,G0600090,-120.55984256362214,38.21530329265233
California,CA,Colusa,G0600110,-122.23204765218117,39.175889315406785
California,CA,Contra Costa,G0600130,-121.93700022141113,37.91702865217656
California,CA,Del Norte,G0600150,-123.90910067601905,41.745545715779855
California,CA,El Dorado,G0600170,-120.53011403215841,38.784675378200284
California,CA,Fresno,G0600190,-119.65722443422692,36.757962150495864
California,CA,Glenn,G0600210,-122.3891942414405,39.597618157906275
California,CA,Humboldt,G0600230,-123.87716200285955,40.701374815603955
California,CA,Imperial,G0600250,-115.37019795739096,33.03905221454986
California,CA,Inyo,G0600270,-117.41126263689142,36.51183297859403
California,CA,Kern,G0600290,-118.72637050681902,35.343469300045754
California,CA,Kings,G0600310,-119.81105821657677,36.077503397197084
California,CA,Lake,G0600330,-122.75253684512423,39.103825332395985
California,CA,Lassen,G0600350,-120.59381921060326,40.67576196050601
California,CA,Los Angeles,G0600370,-118.21638992249638,34.36063494464
California,CA,Madera,G0600390,-119.75067216617913,37.219512437071494
California,CA,Marin,G0600410,-122.71930897592988,38.06572445375957
California,CA,Mariposa,G0600430,-119.90474347127791,37.57859024061937
California,CA,Mendocino,G0600450,-123.3960682252892,39.44710302996758
California,CA,Merced,G0600470,-120.70798794730536,37.191851191142895
California,CA,Modoc,G0600490,-120.72354156311643,41.58957875874511
California,CA,Mono,G0600510,-118.88931887954759,37.939513310802695
California,CA,Monterey,G0600530,-121.2506607022861,36.2146146396625
California,CA,Napa,G0600550,-122.3386249838765,38.504238343085376
California,CA,Nevada,G0600570,-120.76379033732465,39.29494264141676
California,CA,Orange,G0600590,-117.75436189607046,33.69835257504305
California,CA,Placer,G0600610,-120.71327878518235,39.06175669566489
California,CA,Plumas,G0600630,-120.84076218844432,40.00633293541081
California,CA,Riverside,G0600650,-116.00322224756917,33.745248547747224
California,CA,Sacramento,G0600670,-121.35138502161264,38.44523294478815
California,CA,San Benito,G0600690,-121.07872713419779,36.60616822410911
California,CA,San Bernardino,G0600710,-116.17893775460749,34.842815533707586
California,CA,San Diego,G0600730,-116.74140898365206,33.03985900801189
California,CA,San Francisco,G0600750,-122.44417376538773,37.74826581528259
California,CA,San Joaquin,G0600770,-121.26593176315819,37.93756463868891
California,CA,San Luis Obispo,G0600790,-120.3988280284522,35.38838635166868
California,CA,San Mateo,G0600810,-122.33226180219661,37.421430972721446
California,CA,Santa Barbara,G0600830,-120.03247550303855,34.72618034562276
California,CA,Santa Clara,G0600850,-121.69683476074434,37.23224218740158
California,CA,Santa Cruz,G0600870,-121.99245629466019,37.0522479167724
California,CA,Shasta,G0600890,-122.0405808690756,40.76166082898279
California,CA,Sierra,G0600910,-120.51618595037597,39.578930117248206
California,CA,Siskiyou,G0600930,-122.54153214579691,41.59596425364949
California,CA,Solano,G0600950,-121.92945375292969,38.27180272785297
California,CA,Sonoma,G0600970,-122.88963385914063,38.527210455610174
California,CA,Stanislaus,G0600990,-120.9991973037016,37.553507637679566
California,CA,Sutter,G0601010,-121.68898185620277,39.030496297440855
California,CA,Tehama,G0601030,-122.2350471227375,40.12191705337138
California,CA,Trinity,G0601050,-123.10689327910168,40.66435422755676
California,CA,Tulare,G0601070,-118.79388854583564,36.22282768965502
California,CA,Tuolumne,G0601090,-119.96136717096675,38.026082867829
California,CA,Ventura,G0601110,-119.0837321762423,34.47616924221008
California,CA,Yolo,G0601130,-121.91080876371016,38.69080976030989
California,CA,Yuba,G0601150,-121.34473884419552,39.269545989093004
Colorado,CO,Adams,G0800010,-104.3648355267943,39.872909523967195
Colorado,CO,Alamosa,G0800030,-105.78277331642387,37.57980373537713
Colorado,CO,Arapahoe,G0800050,-104.35897816380637,39.65099479434495
Colorado,CO,Archuleta,G0800070,-107.04743655814256,37.19437113686568
Colorado,CO,Baca,G0800090,-102.56028878248405,37.31966809354942
Colorado,CO,Bent,G0800110,-103.07215402051483,37.9550476795767
Colorado,CO,Boulder,G0800130,-105.36220370975911,40.08772215744546
Colorado,CO,Chaffee,G0800150,-106.19444814926244,38.74711461193857
Colorado,CO,Cheyenne,G0800170,-102.60407004370214,38.82797364432514
Colorado,CO,Clear Creek,G0800190,-105.64502029164927,39.69495764742517
Colorado,CO,Conejos,G0800210,-106.18218050637023,37.20218310876311
Colorado,CO,Costilla,G0800230,-105.42519649028324,37.28100789020281
Colorado,CO,Crowley,G0800250,-103.78314835886903,38.32727636236334
Colorado,CO,Custer,G0800270,-105.36998107234018,38.10641450548239
Colorado,CO,Delta,G0800290,-107.86237672204915,38.85817651714102
Colorado,CO,Denver,G0800310,-104.97219275198567,39.73874162010684
Colorado,CO,Dolores,G0800330,-108.50345751451212,37.75644404141639
Colorado,CO,Douglas,G0800350,-104.92695246341636,39.32852710283594
Colorado,CO,Eagle,G0800370,-106.69113330504182,39.62987115135625
Colorado,CO,El Paso,G0800410,-104.53000295159568,38.833478592011566
Colorado,CO,Elbert,G0800390,-104.13608423796246,39.2868295165985
Colorado,CO,Fremont,G0800430,-105.43724231409531,38.47632626215005
Colorado,CO,Garfield,G0800450,-107.90795731852889,39.59932145776775
Colorado,CO,Gilpin,G0800470,-105.5248688893293,39.85699483314066
Colorado,CO,Grand,G0800490,-106.12515013933385,40.10460209580915
Colorado,CO,Gunnison,G0800510,-107.0341456021243,38.668359782227945
Colorado,CO,Hinsdale,G0800530,-107.30002016919111,37.82096348302665
Colorado,CO,Huerfano,G0800550,-104.96842584776175,37.685611792756006
Colorado,CO,Jackson,G0800570,-106.34510383680835,40.66836241073414
Colorado,CO,Jefferson,G0800590,-105.2469505227226,39.58638420298888
Colorado,CO,Kiowa,G0800610,-102.74016352420173,38.432594157920754
Colorado,CO,Kit Carson,G0800630,-102.60246973709124,39.30574889989546
Colorado,CO,La Plata,G0800670,-107.84441589135483,37.28660603979751
Colorado,CO,Lake,G0800650,-106.35235477018095,39.20390071130554
Colorado,CO,Larimer,G0800690,-105.46015814496009,40.66661748222459
Colorado,CO,Las Animas,G0800710,-104.04009410298981,37.31567999074041
Colorado,CO,Lincoln,G0800730,-103.51401653640607,38.98855203141292
Colorado,CO,Logan,G0800750,-103.10948092828264,40.72480125070064
Colorado,CO,Mesa,G0800770,-108.46146712438747,39.01908493266064
Colorado,CO,Mineral,G0800790,-106.92319593079144,37.66983861143997
Colorado,CO,Moffat,G0800810,-108.20657330279292,40.61860932140879
Colorado,CO,Montezuma,G0800830,-108.60410701032885,37.343809936716205
Colorado,CO,Montrose,G0800850,-108.26511829526659,38.40134776199167
Colorado,CO,Morgan,G0800870,-103.80888609765509,40.262784077582566
Colorado,CO,Otero,G0800890,-103.71682605329644,37.90276264331693
Colorado,CO,Ouray,G0800910,-107.76644105926148,38.14825897442939
Colorado,CO,Park,G0800930,-105.71561622984484,39.1193756019275
Colorado,CO,Phillips,G0800950,-102.35494903441683,40.59378122563256
Colorado,CO,Pitkin,G0800970,-106.91960604841108,39.219299955629374
Colorado,CO,Prowers,G0800990,-102.39362957246819,37.95518650520605
Colorado,CO,Pueblo,G0801010,-104.51235581544016,38.169970347857856
Colorado,CO,Rio Blanco,G0801030,-108.21375290815172,39.98049027572027
Colorado,CO,Rio Grande,G0801050,-106.38335266325478,37.58272089151721
Colorado,CO,Routt,G0801070,-106.99263552455805,40.483585078103616
Colorado,CO,Saguache,G0801090,-106.28578764623919,38.08098407575092
Colorado,CO,San Juan,G0801110,-107.67747909138821,37.76935524434579
Colorado,CO,San Miguel,G0801130,-108.40366295635472,38.003466758225436
Colorado,CO,Sedgwick,G0801150,-102.35200813035526,40.87602501175328
Colorado,CO,Summit,G0801170,-106.10353059605585,39.62508587050681
Colorado,CO,Teller,G0801190,-105.1660797167581,38.88728029572059
Colorado,CO,Washington,G0801210,-103.20012125795432,39.971730364111544
Colorado,CO,Weld,G0801230,-104.39417804257558,40.55353319883019
Colorado,CO,Yuma,G0801250,-102.42346278053213,40.00219156665125
Connecticut,CT,Fairfield,G0900010,-73.38982604165066,41.26547384310822
Connecticut,CT,Hartford,G0900030,-72.73152838261088,41.803884494267315
Connecticut,CT,Litchfield,G0900050,-73.24615966797374,41.786893405334105
Connecticut,CT,Middlesex,G0900070,-72.54110356972927,41.46722784194391
Connecticut,CT,New Haven,G0900090,-72.9146262019826,41.406614434143236
Connecticut,CT,New London,G0900110,-72.10598014890725,41.490127908922595
Connecticut,CT,Tolland,G0900130,-72.33284567184711,41.85726926319506
Connecticut,CT,Windham,G0900150,-71.98642675022701,41.827510995601166
Delaware,DE,Kent,G1000010,-75.56049627153271,39.0856718340255
Delaware,DE,New Castle,G1000030,-75.64327094673266,39.5814296498197
Delaware,DE,Sussex,G1000050,-75.40352585321749,38.66060756861811
District of Columbia,DC,District Of Columbia,G1100010,-77.03007284658084,38.92698127226139
Florida,FL,Alachua,G1200010,-82.36148115826838,29.676560276371468
Florida,FL,Baker,G1200030,-82.28328134514983,30.33315560963137
Florida,FL,Bay,G1200050,-85.61853463609751,30.298045399674507
Florida,FL,Bradford,G1200070,-82.17675189901989,29.957986850050982
Florida,FL,Brevard,G1200090,-80.7589955108275,28.279150960882117
Florida,FL,Broward,G1200110,-80.48936780966528,26.154752587712363
Florida,FL,Calhoun,G1200130,-85.20072348027989,30.409058827274453
Florida,FL,Charlotte,G1200150,-81.89475728097408,26.90724663338636
Florida,FL,Citrus,G1200170,-82.46650228616599,28.856209032007943
Florida,FL,Clay,G1200190,-81.86063854011847,29.98300567416418
Florida,FL,Collier,G1200210,-81.33542387489958,26.11909891828308
Florida,FL,Columbia,G1200230,-82.62081697509609,30.232540658635266
Florida,FL,Dade,G1200250,-80.56600109957525,25.61330099981265
Florida,FL,De Soto,G1200270,-81.8096522031883,27.18609964723287
Florida,FL,Dixie,G1200290,-83.15872557804138,29.614389922661754
Florida,FL,Duval,G1200310,-81.67132656663459,30.328988762711422
Florida,FL,Escambia,G1200330,-87.37628281273494,30.722410212896314
Florida,FL,Flagler,G1200350,-81.31497563844012,29.46632947481813
Florida,FL,Franklin,G1200370,-84.78148590254285,29.89454906362418
Florida,FL,Gadsden,G1200390,-84.61459859683765,30.57796487765643
Florida,FL,Gilchrist,G1200410,-82.79404091985437,29.730050860520134
Florida,FL,Glades,G1200430,-81.20867839966395,26.953726552511174
Florida,FL,Gulf,G1200450,-85.2195948973606,29.954598128791115
Florida,FL,Hamilton,G1200470,-82.95676691900296,30.497753336795153
Florida,FL,Hardee,G1200490,-81.80963624820369,27.4928465453055
Florida,FL,Hendry,G1200510,-81.17053983306333,26.547619545339156
Florida,FL,Hernando,G1200530,-82.41635306336909,28.55337007880011
Florida,FL,Highlands,G1200550,-81.34326177760447,27.341992541983895
Florida,FL,Hillsborough,G1200570,-82.3060856803744,27.933264782514016
Florida,FL,Holmes,G1200590,-85.81533201725092,30.87084202247676
Florida,FL,Indian River,G1200610,-80.62816953045322,27.695969008940743
Florida,FL,Jackson,G1200630,-85.2198358829616,30.794776337297534
Florida,FL,Jefferson,G1200650,-83.89752489443683,30.429092884629586
Florida,FL,Lafayette,G1200670,-83.18821636930348,29.987591470501606
Florida,FL,Lake,G1200690,-81.70998574276894,28.764457409046287
Florida,FL,Lee,G1200710,-81.7869112726058,26.58021642473872
Florida,FL,Leon,G1200730,-84.27484627492021,30.456405547538186
Florida,FL,Levy,G1200750,-82.74333330887158,29.32293507752767
Florida,FL,Liberty,G1200770,-84.87542753505032,30.23945984609276
Florida,FL,Madison,G1200790,-83.47505276827023,30.43769992973765
Florida,FL,Manatee,G1200810,-82.29936449559005,27.472907618738503
Florida,FL,Marion,G1200830,-82.05740305173924,29.208298038094735
Florida,FL,Martin,G1200850,-80.39641185739853,27.08243113793118
Florida,FL,Monroe,G1200870,-81.02979259599057,25.50855256937711
Florida,FL,Nassau,G1200890,-81.79593950708109,30.617880039914123
Florida,FL,Okaloosa,G1200910,-86.59920990347786,30.716455406586178
Florida,FL,Okeechobee,G1200930,-80.9019185070116,27.424663378176444
Florida,FL,Orange,G1200950,-81.32766937772405,28.514229511299316
Florida,FL,Osceola,G1200970,-81.14792787795584,28.060889575377313
Florida,FL,Palm Beach,G1200990,-80.51745213622982,26.689987689330447
Florida,FL,Pasco,G1201010,-82.39183897501299,28.30861130818544
Florida,FL,Pinellas,G1201030,-82.72617442589154,27.940185018517138
Florida,FL,Polk,G1201050,-81.6977871225014,27.948548499494304
Florida,FL,Putnam,G1201070,-81.74747691924601,29.608514329358712
Florida,FL,Santa Rosa,G1201130,-87.00905565610945,30.731313903336517
Florida,FL,Sarasota,G1201150,-82.3121558371698,27.179476500221824
Florida,FL,Seminole,G1201170,-81.23721177800172,28.71655598592874
Florida,FL,St. Johns,G1201090,-81.44287500084565,29.906472948765188
Florida,FL,St. Lucie,G1201110,-80.48212639905854,27.374469957058594
Florida,FL,Sumter,G1201190,-82.08074339130025,28.703322921175687
Florida,FL,Suwannee,G1201210,-82.98537794025886,30.18183905994713
Florida,FL,Taylor,G1201230,-83.60250832414448,30.040714481558105
Florida,FL,Union,G1201250,-82.39171293559757,30.04781233266089
Florida,FL,Volusia,G1201270,-81.19683965272287,29.06430532644902
Florida,FL,Wakulla,G1201290,-84.39739829628218,30.172598811958284
Florida,FL,Walton,G1201310,-86.16399773418398,30.655152593281407
Florida,FL,Washington,G1201330,-85.67608503386376,30.601413118723666
Georgia,GA,Appling,G1300010,-82.29218602986894,31.746956408622705
Georgia,GA,Atkinson,G1300030,-82.87937878844944,31.299889338075065
Georgia,GA,Bacon,G1300050,-82.45921946311805,31.559260757163088
Georgia,GA,Baker,G1300070,-84.44061731227549,31.31671945867482
Georgia,GA,Baldwin,G1300090,-83.25327537831828,33.07200273886105
Georgia,GA,Banks,G1300110,-83.49659583864428,34.352801253850885
Georgia,GA,Barrow,G1300130,-83.71465323332724,34.002725843061945
Georgia,GA,Bartow,G1300150,-84.84058915812743,34.240081182137175
Georgia,GA,Ben Hill,G1300170,-83.21541357882263,31.760571069865655
Georgia,GA,Berrien,G1300190,-83.23101261199865,31.278203042171697
Georgia,GA,Bibb,G1300210,-83.68682119086819,32.812243705359734
Georgia,GA,Bleckley,G1300230,-83.32136778023437,32.43394098367813
Georgia,GA,Brantley,G1300250,-81.99524199406045,31.199404167526552
Georgia,GA,Brooks,G1300270,-83.5779888188095,30.846025075947935
Georgia,GA,Bryan,G1300290,-81.4528506220897,32.02320898637621
Georgia,GA,Bulloch,G1300310,-81.74508108826693,32.397890092377416
Georgia,GA,Burke,G1300330,-82.00043610211692,33.05887171316726
Georgia,GA,Butts,G1300350,-83.95440659904564,33.284260555915154
Georgia,GA,Calhoun,G1300370,-84.62298291834593,31.53328315655999
Georgia,GA,Camden,G1300390,-81.69035892307912,30.949646043726503
Georgia,GA,Candler,G1300430,-82.07418510218422,32.392496905477216
Georgia,GA,Carroll,G1300450,-85.08249172933995,33.58432947971215
Georgia,GA,Catoosa,G1300470,-85.14214081336307,34.902952421912346
Georgia,GA,Charlton,G1300490,-82.13805497049688,30.78469544602095
Georgia,GA,Chatham,G1300510,-81.14270375878918,32.03031240624269
Georgia,GA,Chattahoochee,G1300530,-84.78615199906469,32.34248307560175
Georgia,GA,Chattooga,G1300550,-85.34470915281521,34.4732698660368
Georgia,GA,Cherokee,G1300570,-84.47184130549859,34.24126388756671
Georgia,GA,Clarke,G1300590,-83.36305847522318,33.94954153671756
Georgia,GA,Clay,G1300610,-84.97824496892753,31.628460227716385
Georgia,GA,Clayton,G1300630,-84.36760645304544,33.534385892046
Georgia,GA,Clinch,G1300650,-82.70841710173259,30.923380659607965
Georgia,GA,Cobb,G1300670,-84.57723433452398,33.94127482636837
Georgia,GA,Coffee,G1300690,-82.85312735781518,31.555497951299863
Georgia,GA,Colquitt,G1300710,-83.77697092504823,31.190284310286838
Georgia,GA,Columbia,G1300730,-82.25908942567216,33.539916338986416
Georgia,GA,Cook,G1300750,-83.43499510511059,31.162878394708656
Georgia,GA,Coweta,G1300770,-84.75668517566604,33.35782956084169
Georgia,GA,Crawford,G1300790,-83.9675805239824,32.71568838499468
Georgia,GA,Crisp,G1300810,-83.7688594286442,31.923370039866953
Georgia,GA,Dade,G1300830,-85.50252549655033,34.86279442808504
